id,book_id,isbn,authors,original_publication_year,title
5736,22522202,1481438867,Abbi Glines,2015,"Until Friday Night (The Field Party, #1)"
5737,5179,671774670,Melinda Haynes,1999,Mother of Pearl
5738,25814512,1501124374,Chris Cleave,2016,Everyone Brave is Forgiven
5739,7682,553129198,Michael Crichton,1975,The Great Train Robbery
5740,59889,739437585,Danielle Steel,2003,Safe Harbour
5741,297134,345467515,Kristin Hannah,2004,The Things We Do for Love
5742,13927,765343266,Juliet Marillier,2000,"Son of the Shadows (Sevenwaters, #2)"
5743,41689,451207793,Ken Follett,1980,The Key to Rebecca
5744,9581001,451233328,Chloe Neill,2011,"Hard Bitten (Chicagoland Vampires, #4)"
5745,120231,060961066X,"Ina Garten, Maura McEvoy",2002,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family
5746,18331807,,Fisher Amelie,2012,"Vain (The Seven Deadly, #1)"
5747,32767,812974417,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936,At the Mountains of Madness
5748,17781,515128554,Nora Roberts,2000,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)"
5749,3373198,440244498,Lara Adrian,2008,"Veil of Midnight (Midnight Breed, #5)"
5750,98807,380792648,James Rollins,1999,Subterranean
5751,39045,375713751,Allison Pearson,2001,I Don't Know How She Does It
5752,102958,1563897156,"Garth Ennis, Steve Dillon",2001,"Preacher, Volume 9: Alamo"
5753,22733729,1500453307,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet (Wayfarers, #1)"
5754,17961,140286802,"Jorge Luis Borges, Andrew Hurley",1998,Collected Fictions
5755,266607,689868235,Holly Black,2002,Valiant (Modern Faerie Tales #2)
5756,270521,743464664,John le Carré,1989,The Russia House
5757,6905534,1606840592,Jennifer Lynn Barnes,2010,"Raised by Wolves (Raised by Wolves, #1)"
5758,43924,451219244,Harlan Coben,2006,Promise Me (Myron Bolitar #8)
5759,6934395,61720852,L.J. Smith,2011,"Midnight (The Vampire Diaries: The Return, #3)"
5760,84146,312934343,Sherrilyn Kenyon,2006,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)"
5761,522525,151010986,"Carol Tavris, Elliot Aronson",2007,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts"
5762,13765729,,T.R. Ragan,2011,Abducted (Lizzy Gardner #1)
5763,10577,451197879,"Richard Bachman, Stephen King",1981,Roadwork
5764,198331,425204049,Clive Cussler,2001,"Valhalla Rising (Dirk Pitt, #16)"
5765,49234,60845503,Jared Diamond,1991,The Third Chimpanzee: The Evolution and Future of the Human Animal
5766,2830067,688163181,Dennis Lehane,2008,The Given Day (Coughlin #1)
5767,760168,613026667,"Gina Mayer, Mercer Mayer",1994,Just Me in the Tub (Mercer Mayer's Little Critter)
5768,16096514,62267175,Nicole  Williams,2013,"Crush (Crash, #3)"
5769,8429687,031608106X,Mira Grant,2011,"Deadline (Newsflesh Trilogy, #2)"
5770,3675828,525951059,Harlan Coben,2009,Long Lost  (Myron Bolitar #9)
5771,21722,440242916,Karin Slaughter,2005,"Faithless (Grant County, #5)"
5772,142292,1430300612,Jill Bolte Taylor,2006,My Stroke of Insight: A Brain Scientist's Personal Journey
5773,138395,1582406847,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,"The Walking Dead, Vol. 06: This Sorrowful Life"
5774,3300,61161535,"Isabel Allende, Margaret Sayers Peden",2006,Inés of My Soul
5775,32442,425199584,Dean Koontz,1991,Cold Fire
5776,18295858,031632468X,Emma Donoghue,2014,Frog Music
5777,15888,1573227951,Iain Pears,1997,An Instance of the Fingerpost
5778,1499340,9797591514,Donny Dhirgantoro,2005,5 cm
5779,61329,60517123,"Geoffrey A. Moore, Regis McKenna",1991,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers
5780,1881621,345497457,Peach-Pit,2006,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)"
5781,43926,045121577X,Harlan Coben,2005,The Innocent
5782,76688,586062009,Isaac Asimov,1985,Robots and Empire (Robot #4)
5783,5130,60085495,Aldous Huxley,1962,Island
5784,1662160,375424474,Neil Shubin,2008,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body
5785,123933,573613052,Jean-Paul Sartre,1944,No Exit
5786,324748,1591841666,Seth Godin,2007,The Dip: A Little Book That Teaches You When to Quit (and When to Stick)
5787,11566956,618982507,Alison Bechdel,2012,Are You My Mother?
5788,1433337,9719234202,Bob Ong,2001,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong)
5789,10762697,1780481012,Robin Hobb,2011,The Farseer Trilogy (Farseer Trilogy #1-3)
5790,152695,312992629,Elin Hilderbrand,2005,The Blue Bistro
5791,12043770,1250001544,Darynda Jones,2012,"Third Grave Dead Ahead (Charley Davidson, #3)"
5792,28635,60930314,"Milan Kundera, Linda Asher",1997,Identity
5793,21569527,805099247,Mary E. Pearson,2015,"The Heart of Betrayal (The Remnant Chronicles, #2)"
5794,4373,60856262,Loung Ung,2000,First They Killed My Father: A Daughter of Cambodia Remembers
5795,11166889,425142485,"Owen  West, Dean Koontz",1980,The Funhouse
5796,36076,074329730X,Stephen M.R. Covey,2006,The Speed of Trust: The One Thing that Changes Everything
5797,43342,671004549,Mary Higgins Clark,1998,You Belong To Me
5798,43255,552152161,Betty Mahmoody,1987,Not Without My Daughter
5799,759900,553584529,Lisa Gardner,2003,"The Killing Hour (Quincy & Rainie, #4)"
5800,96977,345418514,Piers Anthony,1979,"Castle Roogna (Xanth, #3)"
5801,571555,671673688,Mary Higgins Clark,1989,While My Pretty One Sleeps
5802,178599,856761222,Joseph Kesselring,1939,Arsenic and Old Lace
5803,263171,61132233,Ellen Schreiber,2007,"Dance with a Vampire (Vampire Kisses, #4)"
5804,529626,140045295,Ken Kesey,1964,Sometimes a Great Notion
5805,58890,590554093,Tamora Pierce,1998,"Tris's Book (Circle of Magic, #2)"
5806,7785194,1439171211,Sam Harris,2010,The Moral Landscape: How Science Can Determine Human Values
5807,11450591,,Darcie Chan,2014,The Mill River Recluse
5808,3381,1582344159,Douglas Coupland,2003,Hey Nostradamus!
5809,10836,802135587,Jon Lee Anderson,1997,Che Guevara: A Revolutionary Life
5810,24766,,Scott Westerfeld,2004,"The Secret Hour (Midnighters, #1)"
5811,15745371,1250012899,C.C. Hunter,2014,"Chosen at Nightfall (Shadow Falls, #5)"
5812,587666,7235801,Paulo Coelho,2000,Like the Flowing River 
5813,1113545,159038783X,Brandon Mull,2007,"The Candy Shop War (The Candy Shop War, #1)"
5814,11915,553588184,Kelley Armstrong,2006,"Broken (Women of the Otherworld, #6)"
5815,3112850,738713708,Maggie Stiefvater,2008,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)"
5816,417780,140549056,"Verna Aardema, Leo Dillon, Diane Dillon",1975,Why Mosquitoes Buzz in People's Ears
5817,21064599,812993861,Sophie Kinsella,2014,"Shopaholic to the Stars (Shopaholic, #7)"
5818,114133,399154345,Nora Roberts,2007,High Noon
5819,17557913,1471110672,Tom Rob Smith,2014,The Farm
5820,18528190,1608463869,Rebecca Solnit,2014,Men Explain Things to Me
5821,17201104,,Kristen Proby,2013,"Rock with Me (With Me in Seattle, #4)"
5822,7128341,316044776,"Carlos Ruiz Zafón, Lucia Graves",1986,"The Prince of Mist (Niebla, #1)"
5823,1409344,930452895,Alfred Uhry,1986,Driving Miss Daisy
5824,22457201,,Meredith Wild,2013,"Hardpressed (Hacker, #2)"
5825,172691,749934174,J.D. Robb,1999,"Conspiracy in Death (In Death, #8)"
5826,7053,375422714,Alexander McCall Smith,2004,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)"
5827,8296,60885459,"Laura Ingalls Wilder, Garth Williams",1953,"The First Four Years  (Little House, #9)"
5828,9293020,1848764561,R.D. Ronald,2010,The Elephant Tree
5829,128757,743294378,Kathy Reichs,2007,"Bones to Ashes (Temperance Brennan, #10)"
5830,19351490,,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857,Grimm's Fairy Tales
5831,262731,,"Allan Pease, Barbara Pease",2004,The Definitive Book of Body Language
5832,11262424,,Tammara Webber,2011,"Between the Lines (Between the Lines, #1)"
5833,72659,316881791,Farley Mowat,1963,Never Cry Wolf
5834,8437913,031612852X,"James Patterson, Michael Ledwidge",2010,"Tick Tock (Michael Bennett, #4)"
5835,6340471,184724954X,Michelle Moran,2009,Cleopatra's Daughter
5836,281350,684859734,Kathy Reichs,2002,"Grave Secrets (Temperance Brennan, #5)"
5837,16280678,345548485,Kevin Hearne,2014,"Shattered (The Iron Druid Chronicles, #7)"
5838,2102600,765316986,John Scalzi,2008,"Zoe's Tale (Old Man's War, #4)"
5839,206197,1416543791,Brad Thor,2007,"The First Commandment (Scot Harvath, #6)"
5840,5289,7144350,"Oscar Wilde, Merlin Holland",1908,Complete Works of Oscar Wilde
5841,24019,,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1995,The New Best Recipe
5842,23308084,399171622,Renee Ahdieh,2016,"The Rose & the Dagger (The Wrath & the Dawn, #2)"
5843,23164927,553418297,Peter Clines,2015,The Fold
5844,24586590,1250022088,Louise Penny,2015,The Nature of the Beast (Chief Inspector Armand Gamache #11)
5845,56157,60520620,Laura C. Schlessinger,2003,The Proper Care and Feeding of Husbands
5846,4789801,1595542884,Ted Dekker,2009,"Green: The Beginning and the End (The Circle, #0)"
5847,7352220,,Yana Toboso,2007,"Black Butler, Vol. 3 (Black Butler, #3)"
5848,16043804,031624371X,Michael J. Sullivan,2013,"The Crown Tower (The Riyria Chronicles, #1)"
5849,8477057,1401229697,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",2011,Daytripper
5850,6357022,,Cherise Sinclair,2009,"Club Shadowlands (Masters of the Shadowlands, #1)"
5851,6282753,307266761,"Orhan Pamuk, Maureen Freely",2008,The Museum of Innocence
5852,28815371,399184511,Brit Bennett,2016,The Mothers
5853,406373,385031149,"Johann Wolfgang von Goethe, Walter Kaufmann",1832,Faust
5854,16172634,62273264,Cora Carmack,2013,"Faking It (Losing It, #2)"
5855,106131,439545285,Jenny Nimmo,2005,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)"
5856,12667194,,Shelly Crane,2011,"Accordance (Significance, #2)"
5857,8130839,399256121,Andrea Cremer,2012,Bloodrose (Nightshade #3
5858,16297,425205959,Agatha Christie,1936,"Cards on the Table (Hercule Poirot, #15)"
5859,13547289,1442449616,Rachel Renée Russell,2012,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)"
5860,89551,038070952X,Beverly Cleary,1980,"Ramona and Her Mother (Ramona, #5)"
5861,16363,7119356,Agatha Christie,1938,"Appointment with Death (Hercule Poirot, #19)"
5862,73064,60734574,Susan Elizabeth Phillips,2004,"Natural Born Charmer (Chicago Stars, #7)"
5863,30852,679721886,Maxine Hong Kingston,1975,The Woman Warrior
5864,327194,307111547,"Masha, Marie Simchow Stern",1942,Three Little Kittens
5865,38503,872861554,Charles Bukowski,1978,Tales of Ordinary Madness
5866,18115061,,Samantha Young,2014,"Before Jamaica Lane (On Dublin Street, #3)"
5867,478894,345453751,Terry Brooks,1979,"The Sword of Shannara Trilogy (Shannara, #1-3)"
5868,23492661,1476776881,Taylor Jenkins Reid,2015,Maybe in Another Life
5869,15802944,1451697244,Glennon Doyle Melton,2013,"Carry On, Warrior: Thoughts on Life Unarmed"
5870,736131,9626344245,"Arthur Conan Doyle, David Timson",1914,The Valley of Fear
5871,3094593,515144665,Nora Roberts,2008,"The Pagan Stone (Sign of Seven, #3)"
5872,9748274,142196584,Charles Dickens,,A Tale of Two Cities / Great Expectations
5873,44644,671792806,Stephen R. Covey,1991,Principle-Centered Leadership
5874,2570856,741444569,Larry Correia,2009,"Monster Hunter International (Monster Hunter International, #1)"
5875,11431896,62026542,Rae Carson,2013,"The Bitter Kingdom (Fire and Thorns, #3)"
5876,19674,141004924,Tom Clancy,2003,"The Teeth of the Tiger (Jack Ryan Universe, #12)"
5877,61958,034541957X,Anne McCaffrey,1983,"Moreta: Dragonlady of Pern (Pern, #7)"
5878,437885,307960382,Diane Muldrow,1992,Frosty the Snowman (Frosty the Snowman)
5879,102957,1563894904,"Garth Ennis, Steve Dillon, Peter Snejbjerg",1999,"Preacher, Volume 6: War in the Sun"
5880,40158,60841826,Megan Whalen Turner,2000,"The Queen of Attolia (The Queen's Thief, #2)"
5881,16842,816638624,Christopher Isherwood,1964,A Single Man
5882,13529055,1455502758,Christopher Hitchens,2012,Mortality
5883,312050,439672465,Chris d'Lacey,2003,"Icefire (The Last Dragon Chronicles, #2)"
5884,30831912,,Neil Gaiman,2017,Norse Mythology
5885,49251,684848015,Stephen E. Ambrose,1997,Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany
5886,107774,671737821,Julie Garwood,1987,Honor's Splendour
5887,10757771,316175560,Kody Keplinger,2011,Shut Out
5888,16102880,,A. Meredith Walters,2012,"Bad Rep (Bad Rep, #1)"
5889,59813,786286806,Nora Roberts,2006,"Valley of Silence (Circle Trilogy, #3)"
5890,207034,440421241,Jeanne DuPrau,2006,"The Prophet of Yonwood (Book of Ember, #3)"
5891,20800147,178089015X,James Patterson,2014,"Hope to Die (Alex Cross, #22)"
5892,6294553,1439159661,"Kresley Cole, Gena Showalter",2009,"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)"
5893,15944406,1416963987,"Holly Black, Eliza Wheeler",2013,Doll Bones
5894,11057626,399158022,Patricia Cornwell,2011,"Red Mist (Kay Scarpetta, #19)"
5895,11277218,385344015,Alan Bradley,2011,"I Am Half-Sick of Shadows (Flavia de Luce, #4)"
5896,12881141,,Kristen Ashley,2011,"Wild Man (Dream Man, #2)"
5897,23129410,62351427,"Joseph Fink, Jeffrey Cranor",2015,Welcome to Night Vale
5898,299384,073642198X,"Michael Teitelbaum, Walt Disney Company",1986,Sleeping Beauty: a Little Golden Book (Disney Princess)
5899,110385,380815583,Julia Quinn,2001,"An Offer From a Gentleman (Bridgertons, #3)"
5900,18304322,62327186,Julie   Murphy,2015,"Dumplin' (Dumplin', #1)"
5901,23533039,356502422,Ann Leckie,2015,Ancillary Mercy (Imperial Radch #3)
5902,8038219,373775814,Gena Showalter,2011,The Darkest Surrender  (Lords of the Underworld #8)
5903,11563,042518160X,Stephen King,1981,Danse Macabre
5904,15762657,,Gina L. Maxwell,2012,"Seducing Cinderella (Fighting for Love, #1)"
5905,28184,1400075718,Alexander McCall Smith,2006,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)"
5906,104734,1860499260,"Eve Ensler, Gloria Steinem",1996,The Vagina Monologues
5907,31244,375761144,Charles Dickens,1865,Our Mutual Friend
5908,531262,316926051,Evelyn Waugh,1934,A Handful of Dust
5909,95608,842335722,Francine Rivers,1999,Leota's Garden
5910,6532496,385524986,Barbara Delinsky,2009,Not My Daughter
5911,50618,312990960,Paul Auster,2002,The Book of Illusions
5912,112756,440242177,Karen Marie Moning,1999,"To Tame a Highland Warrior (Highlander, #2)"
5913,171020,316058254,Wendy Mass,2005,A Mango-Shaped Space
5914,41950,752849522,Maeve Binchy,2002,Quentins
5915,304,037576013X,"George Eliot, Edmund White",1876,Daniel Deronda
5916,27161845,316375144,Elin Hilderbrand,2016,Here's to Us
5917,7203690,373774524,Susan Mallery,2010,"Chasing Perfect (Fool's Gold, #1)"
5918,97632,1401360238,Plum Sykes,2006,The Debutante Divorcee
5919,265205,310919797,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992,Life Application Study Bible: NIV
5920,39028,446580287,"Douglas Preston, Lincoln Child",2007,"The Wheel of Darkness (Pendergast, #8)"
5921,25733990,1101886692,Sylvain Neuvel,2016,"Sleeping Giants (Themis Files, #1)"
5922,15795628,1609074602,Julianne Donaldson,2013,Blackmoore
5923,47720,140120113X,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,The Sandman: Endless Nights
5924,202292,99435136,Olivia Goldsmith,1992,The First Wives Club
5925,250729,755308441,Maggie O'Farrell,2006,The Vanishing Act of Esme Lennox
5926,550720,1594482306,Sarah Waters,2006,The Night Watch
5927,21853645,1250034515,Jeffrey Archer,2015,"Mightier Than the Sword (The Clifton Chronicles, #5)"
5928,31331,99460173,Anne Rice,2003,"Blood Canticle (The Vampire Chronicles, #10)"
5929,13060,307262995,Carl Hiaasen,2006,Nature Girl
5930,11553,671743058,Robert McCammon,1991,Boy's Life
5931,20563,375759018,"George Eliot, Joanna Trollope, Hugh Osborne",1859,Adam Bede
5932,16235,038548951X,Chitra Banerjee Divakaruni,1997,Sister of My Heart
5933,3181564,312427808,"Yōko Ogawa, Stephen Snyder",2003,The Housekeeper and the Professor
5934,102525,044900063X,Sue Grafton,1991,"H is for Homicide (Kinsey Millhone, #8)"
5935,221059,1596911050,Douglas Coupland,2006,JPod
5936,32437,553584480,Dean Koontz,2003,The Face
5937,2714607,1594201927,Niall Ferguson,2007,The Ascent of Money: A Financial History of the World
5938,20697471,804140413,Jim Gaffigan,2014,Food: A Love Story
5939,18079527,670012092,Laurie Halse Anderson,2014,The Impossible Knife of Memory
5940,19164,195087453,"Dante Alighieri, Robert M. Durling",1320,"Purgatorio (The Divine Comedy, #2)"
5941,7277715,446564087,David Baldacci,2010,"Deliver Us from Evil (A. Shaw, #2)"
5942,13586743,525952365,Jonathan Tropper,2009,One Last Thing Before I Go
5943,6609549,1423116186,"Julie Anne Peters, C.J. Bott",2009,"By the Time You Read This, I'll Be Dead"
5944,15801668,1451617526,Denise Kiernan,2013,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II
5945,21340,739317148,"Dean Koontz, Ed Gorman, John Bedford Lloyd",2005,"City of Night (Dean Koontz's Frankenstein, #2)"
5946,215540,1416914234,D.J. MacHale,2005,"The Quillan Games (Pendragon, #7)"
5947,6820,812966929,David Mitchell,2001,number9dream
5948,3384,60987324,Douglas Coupland,1998,Girlfriend in a Coma
5949,92227,613096487,Stephen King,1996,"The Green Mile, Part 1: The Two Dead Girls"
5950,16200,385722435,Mark Dunn,2001,Ella Minnow Pea: A Novel in Letters
5951,938544,765310082,Steven Erikson,2008,"Toll the Hounds (The Malazan Book of the Fallen, #8)"
5952,1430213,593057775,Tess Gerritsen,2007,The Bone Garden 
5953,994156,979962570X,Dee Lestari,2001,"Supernova: Ksatria, Puteri, dan Bintang Jatuh"
5954,23019294,62363239,Paul Tremblay,2015,A Head Full of Ghosts
5955,22889767,385348614,Gretchen Rubin,2015,Better Than Before: Mastering the Habits of Our Everyday Lives
5956,18210706,756409608,Ben Aaronovitch,2013,"Broken Homes (Peter Grant, #4)"
5957,169959,553563734,Raymond E. Feist,1992,"The King's Buccaneer (Krondor's Sons, #2)"
5958,16248114,62105620,"Isabel Allende, Anne McLean",2011,Maya's Notebook
5959,6609764,60760885,Rita Williams-Garcia,2010,"One Crazy Summer (Gaither Sisters, #1)"
5960,7011403,61931411,Robin Hobb,2010,"Dragon Haven (Rain Wild Chronicles, #2)"
5961,18035,140690483X,P.G. Wodehouse,1934,"Right Ho, Jeeves (Jeeves, #6)"
5962,3359940,316113670,"Pseudonymous Bosch, Gilbert Ford",2008,"If You're Reading This, It's Too Late (Secret, #2)"
5963,296942,60744545,Erin Hunter,2005,"Moonrise (Warriors: The New Prophecy, #2)"
5964,1316382,1590388127,Jason F. Wright,2007,The Wednesday Letters
5965,6371117,1595142525,"Lili St. Crow, Lilith Saintcrow",2009,"Betrayals (Strange Angels, #2)"
5966,13134,316014508,"James Patterson, Howard Roughan",2007,You've Been Warned
5967,444347,439372941,"Blue Balliett, Brett Helquist",2004,"Chasing Vermeer (Chasing Vermeer, #1)"
5968,53834,031021923X,Philip Yancey,1995,The Jesus I Never Knew
5969,80630,743454162,Greg Iles,2005,Turning Angel
5970,7743783,,Alice Clayton,2010,"The Unidentified Redhead (Redhead, #1)"
5971,7905977,545175305,"Dav Pilkey, George Beard, Harold Hutchins",2010,"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future"
5972,20413,689823827,"Robert Louis Stevenson, Tasha Tudor",1885,A Child's Garden of Verses
5973,9914,330339184,Bret Easton Ellis,1994,The Informers
5974,22054340,62351206,Kiera Cass,2014,"The Queen (The Selection, #0.4)"
5975,7202829,61784788,James Rollins,2010,"The Devil Colony (Sigma Force, #7)"
5976,7469664,1607062542,"Robert Kirkman, Charlie Adlard",2010,"The Walking Dead, Vol. 12: Life Among Them"
5977,20587777,307700313,Jane Smiley,2014,"Some Luck (Last Hundred Years: A Family Saga, #1)"
5978,72657,826412769,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",1968,Pedagogy of the Oppressed
5979,17262540,1594746370,Ian Doescher,2013,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)"
5980,26085,1401204589,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004,Identity Crisis
5981,10866624,375870415,Sarah Rees Brennan,2012,"Unspoken (The Lynburn Legacy, #1)"
5982,112520,2290032042,"Arthur C. Clarke, Gentry Lee",1989,"Rama II (Rama, #2)"
5983,28859,186046095X,José Saramago,1991,The Gospel According to Jesus Christ
5984,13477819,316123080,"Lemony Snicket, Seth",2012,"Who Could That Be at This Hour? (All the Wrong Questions, #1)"
5985,11765920,61797057,Kelley Armstrong,2012,"The Calling (Darkness Rising, #2)"
5986,10450750,159582748X,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",2011,Avatar: The Last Airbender: The Lost Adventures
5987,18819296,,Catherine McKenzie,2013,Hidden
5988,7911,1416916172,Margaret Sidney,1881,Five Little Peppers and How They Grew
5989,3697927,1599903229,Jessica Day George,2009,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)"
5990,8239301,,"Radwa Ashour, رضوى عاشور",2010,الطنطورية
5991,334818,140505393,Barbara Cooney,1981,Miss Rumphius
5992,762563,20306652,Jim Bouton,1970,Ball Four
5993,21329,140120256X,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Vol. 3: Storybook Love"
5994,56899,9580469717,Carlos Fuentes,1962,Aura
5995,31312,006074104X,Harriet Lerner,1985,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships
5996,900892,393325350,Burton G. Malkiel,1973,A Random Walk Down Wall Street
5997,7129588,1439178232,Jennifer Echols,2010,Forget You
5998,16152943,098870742X,Kelly Elliott,2012,"Wanted (Wanted, #1)"
5999,21796,330247042,William Goldman,1974,Marathon Man
6000,3870943,1607515423,Julie Klassen,2008,The Apothecary's Daughter
6001,16047244,,Michelle A. Valentine,2012,"Rock the Heart (Black Falcon, #1)"
6002,76659,345313151,Piers Anthony,1984,"Bearing an Hourglass (Incarnations of Immortality, #2)"
6003,65217,698113578,"Claire Huchet Bishop, Kurt Wiese",1938,The Five Chinese Brothers
6004,9712492,615417175,Jamie McGuire,2010,"Providence (Providence, #1)"
6005,15447,345418506,Piers Anthony,1979,"The Source of Magic (Xanth, #2)"
6006,94804,64440583,Arnold Lobel,1979,"Days with Frog and Toad (Frog and Toad, #4)"
6007,40470,679747192,Cormac McCarthy,1996,"Cities of the Plain (The Border Trilogy, #3)"
6008,9305362,,C.S. Pacat,2015,"Captive Prince (Captive Prince, #1)"
6009,40159,006083577X,Megan Whalen Turner,2006,"The King of Attolia (The Queen's Thief, #3)"
6010,953260,786854448,"Ridley Pearson, David Frankland",2004,"Disney after Dark (Kingdom Keepers, #1)"
6011,5548,393320928,Richard Feynman,1988,What Do You Care What Other People Think?
6012,7146335,241141826,Paul Murray,2010,Skippy Dies
6013,77735,671721720,David Weber,1993,"The Honor of the Queen (Honor Harrington, #2)"
6014,805023,671729462,V.C. Andrews,1982,"My Sweet Audrina (Audrina, #1)"
6015,22027459,,A.G. Riddle,2014,"The Atlantis World (The Origin Mystery, #3)"
6016,8635145,,Jessica Shirvington,2010,"Embrace (The Violet Eden Chapters, #1)"
6017,192892,61043583,Dorothy L. Sayers,1927,"Unnatural Death (Lord Peter Wimsey, #3)"
6018,92250,1559360615,Tony Kushner,1992,"Angels in America, Part One: Millennium Approaches"
6019,1617875,385341326,Dorothy Koomson,2006,My Best Friend's Girl
6020,330721,038077352X,Lisa Kleypas,1994,"Dreaming of You (The Gamblers, #2)"
6021,8725,375758739,Ruth Reichl,2001,Comfort Me with Apples: More Adventures at the Table
6022,138134,679601082,John Keats,1820,The Complete Poems
6023,129621,671011332,Judith McNaught,1989,"Almost Heaven (Sequels, #3)"
6024,823411,143017861,Joseph Boyden,2005,Three Day Road
6025,30005,752852612,Dashiell Hammett,1929,Red Harvest
6026,17860217,,"J. Lynn, Jennifer L. Armentrout",2013,"Trust in Me (Wait for You, #1.5)"
6027,204041,1421502410,"Masashi Kishimoto, Frances Wall",2002,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)"
6028,9509289,446583146,David Baldacci,2011,One Summer
6029,350684,1416530711,Judith McNaught,1985,"Whitney, My Love (Westmoreland, #2)"
6030,785454,802132219,Khushwant Singh,1956,Train to Pakistan
6031,8407173,,Craig Silvey,2009,Jasper Jones
6032,1963638,1572245379,Michael A. Singer,2007,The Untethered Soul: The Journey Beyond Yourself
6033,20893314,159448600X,Marlon James,2014,A Brief History of Seven Killings
6034,6373717,525421556,Nina LaCour,2009,Hold Still
6035,107772,671702513,Julie Garwood,1991,The Prize
6036,13525938,1455507199,Jami Attenberg,2012,The Middlesteins
6037,18736925,067443000X,"Thomas Piketty, Arthur Goldhammer",2013,Capital in the Twenty-First Century
6038,202146,316159433,James D. Bradley,2003,Flyboys: A True Story of Courage
6039,782854,067122350X,"Kay Thompson, Hilary Knight",1955,Eloise 
6040,13555073,857532014,Jonathan Stroud,2013,"The Screaming Staircase (Lockwood & Co., #1)"
6041,18594633,804138818,Herman Koch,2011,Summer House with Swimming Pool
6042,110090,375724672,Peter Carey,2000,True History of the Kelly Gang
6043,702539,006008216X,Elmore Leonard,1990,"Get Shorty (Chili Palmer, #1)"
6044,17302495,1476740488,K.A. Tucker,2013,"One Tiny Lie (Ten Tiny Breaths, #2)"
6045,113441,451523482,"Nathanael West, Alfred Kazin",1939,The Day of the Locust
6046,98685,679747044,James Gleick,1992,Genius: The Life and Science of Richard Feynman
6047,4618728,312360401,Alan Brennert,2009,Honolulu
6048,172764,553588451,Keri Arthur,2006,Full Moon Rising (Riley Jenson Guardian #1)
6049,107821,375414959,Richard Russo,2007,Bridge of Sighs
6050,116054,340752483,Rosamunde Pilcher,2000,Winter Solstice
6051,13580951,1423165993,Ally Carter,2013,"United We Spy (Gallagher Girls, #6)"
6052,6571723,045123054X,Rachel Caine,2009,"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)"
6053,107664,439680093,Anthony Horowitz,2005,"Raven's Gate (The Gatekeepers, #1)"
6054,20575425,374292086,John Darnielle,2014,Wolf in White Van
6055,91203,449912426,Erich Maria Remarque,1936,Three Comrades
6056,7817785,1423134494,Melissa de la Cruz,2010,"Bloody Valentine (Blue Bloods, #5.5)"
6057,5160,375500723,Maya Angelou,1981,The Heart of a Woman
