goodreads_book_id,title,authors,average_rating,ratings_count,Fantasy,art,biography,business,christian,classics,comics,cookbooks,crime,history,horror,manga,memoir,music,mystery,paranormal,philosophy,poetry,psychology,religion,romance,science,spirituality,sports,suspense,thriller,travel
866136,The Dreaming Void,Peter F. Hamilton,4.18,16181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866222,Winning,"Jack Welch, Suzy Welch",3.8,33160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867247,A Book of Five Rings,"Miyamoto Musashi, Victor Harris",4.09,19246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867248,Bear Snores On,"Karma Wilson, Jane Chapman",4.25,24556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867387,The Blessing Way,Tony Hillerman,4.06,14138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
867650,The Little Red Hen,"Diane Muldrow, J.P. Miller",4.2,22932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872333,Blue Bloods,Melissa de la Cruz,3.68,116687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877752,"Fruits Basket, Vol. 7","Natsuki Takaya, Alethea Nibley, Athena Nibley",4.41,16111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884288,Interesting Times,Terry Pratchett,4.17,26733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885744,"Shaman King, Vol. 1",Hiroyuki Takei,4.14,14043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886066,Matter,Iain M. Banks,4.03,15438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
886512,Jamberry,Bruce Degen,4.17,15478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
887201,Faeries,"Brian Froud, Alan Lee",3.89,38050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887877,Red Seas Under Red Skies,Scott Lynch,4.23,68255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889284,The Postman,David Brin,3.87,24778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890143,The Clique,Lisi Harrison,3.6,27783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
891593,Victory of Eagles,Naomi Novik,4.01,11444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891671,Winter in Madrid,C.J. Sansom,3.79,8629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
891812,Gentle Rogue,Johanna Lindsey,4.23,15496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
892295,The Annotated Sherlock Holmes,"Arthur Conan Doyle, William S. Baring-Gould",4.58,9551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
893731,Big Trouble,Dave Barry,3.81,10954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
894072,The Little Red Caboose,Marian Potter,4.21,15978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895886,Lassie Come,"Eric Knight, Marguerite Kirmse",4.16,19100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896622,The Wolf and the Dove,Kathleen E. Woodiwiss,4.14,13694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
896623,The Flame and the Flower,Kathleen E. Woodiwiss,4.09,12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898885,Loving Frank,Nancy Horan,3.73,72734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
899492,The Tell,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",4.22,33704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899608,A Fish Out of Water,"Helen Marion Palmer, P.D. Eastman",4.21,19536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899962,Curious George Goes to the Hospital,"Margret Rey, H.A. Rey",4.22,32218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900065,The Berenstain Bears and the Messy Room,"Stan Berenstain, Jan Berenstain",4.16,27997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900070,The Berenstain Bears Go to School,"Stan Berenstain, Jan Berenstain",4.28,14043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900892,A Random Walk Down Wall Street,Burton G. Malkiel,4.05,12774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901680,Edvard Munch,Ulrich Bischoff,4.07,8308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902715,Before They Are Hanged,Joe Abercrombie,4.27,68865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905092,The Millionaire Mind,Thomas J. Stanley,4.15,14795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905382,Anne Frank,"Melissa Müller, Rita Kimber, Robert Kimber",4.31,15656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905885,Be Careful What You Wish For,Alexandra Potter,3.75,12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
906541,Bedtime for Frances,"Russell Hoban, Garth Williams",4.14,22865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906560,Tramp for the Lord,Corrie ten Boom,4.47,16680,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910863,Spin,Robert Charles Wilson,4.01,26015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911579,Bread and Jam for Frances,"Russell Hoban, Lillian Hoban",4.2,27933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914211,Influencer,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",3.98,8036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918789,West Side Story,Irving Shulman,4.12,16593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920143,Little Red Riding Hood,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",4.11,19224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920607,The Arrival,Shaun Tan,4.33,33764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920649,An Occurrence at Owl Creek Bridge,Ambrose Bierce,4.02,15332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920780,Duck On A Bike,David Shannon,4.06,12461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921651,Just Go to Bed,Mercer Mayer,4.22,24452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922991,The Island,Victoria Hislop,3.99,23415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
923950,The Highly Sensitive Person,Elaine N. Aron,3.87,19447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
925367,The Climb,"Anatoli Boukreev, G. Weston DeWalt",3.89,9584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
926908,Gnomes,"Rien Poortvliet, Wil Huygen",4.01,22584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927979,Small Favor,Jim Butcher,4.43,70029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929782,Martin Eden,"Jack London, Andrew Sinclair",4.39,12744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934700,In a People House,"Dr. Seuss, Theo LeSieg, Roy McKie",4.13,11977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935308,Faceless Killers,"Henning Mankell, Steven T. Murray",3.78,43861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
937249,Separation of Power,Vince Flynn,4.32,30081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
938544,Toll the Hounds,Steven Erikson,4.33,15942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943402,Let the Right One In,John Ajvide Lindqvist,4.07,52518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944073,The Blade Itself,Joe Abercrombie,4.14,97501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944076,Last Argument of Kings,Joe Abercrombie,4.26,65068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946899,The Measure of a Lady,Deeanne Gist,3.94,9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
948526,The Knight at Dawn,"Mary Pope Osborne, Salvatore Murdocca",3.86,13606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949709,There Was An Old Lady Who Swallowed A Fly,Pam Adams,4.2,26360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
953260,Disney after Dark,"Ridley Pearson, David Frankland",3.91,18193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954303,"Kitchen Princess, Vol. 01","Natsumi Ando, Miyuki Kobayashi",4.16,16281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954674,Little Brother,Cory Doctorow,3.94,36779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958277,Junie B. Jones and the  Stupid Smelly Bus,"Barbara Park, Denise Brunkus",3.9,16918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961831,The Shadowy Horses,Susanna Kearsley,3.92,10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
961833,Mariana,Susanna Kearsley,4.06,13572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
967494,The Mitten,Jan Brett,4.23,66701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968403,The Descendants,Kaui Hart Hemmings,3.82,14124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
969177,Ayat,Habiburrahman El-Shirazy,3.81,12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
969275,"Dragon Ball, Vol. 1",Akira Toriyama,4.42,27382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974122,Secrets of the Vine,"Bruce H. Wilkinson, David Kopp",4.13,10040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975119,Close Encounters Of The Third Kind,Steven Spielberg,4.09,10351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978098,Auschwitz,Laurence Rees,4.24,10437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981161,Red Phoenix,"Larry Bond, Patrick Larkin",3.98,10098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
981463,The Relatives Came,"Cynthia Rylant, Stephen Gammell",4.2,13099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
985386,"Case Closed, Vol. 1",Gosho Aoyama,4.36,12867,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988170,Tawny Scrawny Lion,"Kathryn Jackson, Gustav Tenggren",4.16,12407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988950,Dark of the Moon,John Sandford,4,18708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
989313,Heart of Darkness and Selected Short Fiction,"Joseph Conrad, A. Michael Matin",3.75,18873,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991197,The Complete Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",4.36,71353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994156,Supernova,Dee Lestari,3.83,10344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1000751,Pollyanna,Eleanor H. Porter,3.95,56529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001896,The Real Mother Goose,Blanche Fisher Wright,4.33,31643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003761,"Beauty Pop, Vol. 1",Kiyoko Arai,4.15,16223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008231,H.I.V.E. Higher Institute of Villainous Education,Mark Walden,4.06,10881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009996,Artisan Bread in Five Minutes a Day,"Jeff Hertzberg, Zoë François, Mark Luinenburg",4.11,13984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011359,"Ouran High School Host Club, Vol. 2",Bisco Hatori,4.46,14350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011632,Mister B. Gone,Clive Barker,3.32,9535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013383,The Gruffalo,"Julia Donaldson, Axel Scheffler",4.47,19609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015311,"Love Hina, Vol. 01",Ken Akamatsu,3.73,10926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022866,Run Baby Run,"Nicky Cruz, Jamie Buckingham",4.21,10697,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025039,"Mars, Volume 01",Fuyumi Soryo,4.13,14044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027760,Madeline and the Bad Hat,Ludwig Bemelmans,4.27,16180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031461,Stone Soup,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",4.28,25518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034605,,"Patricia M. Scarry, Richard Scarry", The Dog and His Bone,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044141,The 8th Habit,Stephen R. Covey,3.99,13765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044355,When You Are Engulfed in Flames,David Sedaris,4.04,150898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045757,Once,Morris Gleitzman,4.2,11045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048645,Private Peaceful,Michael Morpurgo,4.16,13123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050383,The Sleeping Doll,Jeffery Deaver,3.92,11895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1051620,The Innocent Mage,Karen Miller,3.65,15419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055617,The Miracle of Forgiveness,Spencer W. Kimball,4.37,13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1056627,Become a Better You,Joel Osteen,4.15,8553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059680,Veganomicon,"Isa Chandra Moskowitz, Terry Hope Romero",3.98,19359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070527,Avatar Volume 1,"Michael Dante DiMartino, Bryan Konietzko",4.52,8261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081560,"The History of the Hobbit, Part One","John D. Rateliff, J.R.R. Tolkien",3.81,108399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085771,"The Walking Dead, Vol. 07","Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.27,16769,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087075,Shoe Addicts Anonymous,Beth Harbison,3.57,24029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1087204,"Ouran High School Host Club, Vol. 1",Bisco Hatori,4.36,113881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087205,"Ouran High School Host Club, Vol. 3",Bisco Hatori,4.44,12788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087207,"Ouran High School Host Club, Vol. 4",Bisco Hatori,4.45,11280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098486,The Center Cannot Hold,Elyn R. Saks,4.22,7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1099097,The Tiger Who Came to Tea,Judith Kerr,4.23,10229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099301,The Name of This Book Is Secret,"Pseudonymous Bosch, Gilbert Ford",4.04,39440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105093,Braveheart,Randall Wallace,4.19,10729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107001,The Silver Palate Cookbook,"Julee Rosso, Sheila Lukins, Michael McLaughlin",4.06,15267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111600,The Wheel of Time,Robert Jordan,4.37,9031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113545,The Candy Shop War,Brandon Mull,4.03,19619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116393,The Awakened Mage,Karen Miller,3.71,12475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126719,House of Suns,Alastair Reynolds,4.19,13033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127996,Betty Crocker's Cookbook,Betty Crocker,4.25,27892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128434,The Last Wish,Andrzej Sapkowski,4.2,36262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128437,Miecz przeznaczenia,Andrzej Sapkowski,4.4,12909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134122,The Power of Positive Thinking,Norman Vincent Peale,4.08,52704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1137215,Boneshaker,Cherie Priest,3.5,26202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149440,Heavier Than Heaven,Charles R. Cross,4.09,18496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153709,Hairy Maclary from Donaldson's Dairy,Lynley Dodd,4.28,11051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1157452,"MeruPuri, Vol. 1",Matsuri Hino,4.14,14343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158706,Strangers in Death,J.D. Robb,4.29,15651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1158967,Garden Spells,Sarah Addison Allen,4.06,65409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162022,On the Jellicoe Road,Melina Marchetta,4.15,33398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1162543,Breaking Dawn,Stephenie Meyer,3.7,1070245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166131,The Recruit,Robert Muchamore,4.22,19679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1166599,The Gathering Storm,"Robert Jordan, Brandon Sanderson",4.34,94095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168341,Physics of the Impossible,Michio Kaku,4.07,22251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1169808,The Fury,L.J. Smith,3.55,19911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170158,The Earthsea Trilogy,Ursula K. Le Guin,4.25,14199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173576,What Every Body is Saying,"Joe Navarro, Marvin Karlins",3.9,10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1175893,Tunnels,"Roderick Gordon, Brian  Williams",3.57,11678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176884,Body Movers,Stephanie Bond,3.84,10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1178039,The Venetian Betrayal,Steve Berry,3.94,18403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1197646,Parts,Tedd Arnold,4.25,10608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1205297,Playing for Pizza,John Grisham,3.41,34577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1206073,Washington's Crossing,David Hackett Fischer,4.11,10445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207904,Clapton,Eric Clapton,3.81,16369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207980,Helmet for My Pillow,Robert Leckie,4.13,7907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210754,"Sun and Moon, Ice and Snow",Jessica Day George,3.97,17095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211904,Leven Thumps and the Eyes of the Want,Obert Skye,3.97,11192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215032,The Wise Man's Fear,Patrick Rothfuss,4.57,245686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215290,Rudolph the Red,"Barbara Shook Hazen, Robert Lewis May, Richard Scarry",4.3,33355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219103,Five Weeks in a Balloon,Jules Verne,3.74,13062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219954,Beaches,Iris Rainer Dart,4.14,12362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1225261,No Time for Goodbye,Linwood Barclay,4,17413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1225621,The Outlaw Demon Wails,Kim Harrison,4.38,44119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
